@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-L3-H

@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}

@data
' Defines the methods to generate source code from the model Each class providing code generation functionality must implement this to be recognized by ArgoUML as a code generator p TODO A GUI independent mechanism to pass settings to the code generator is needed similar to what we have for reverse engineering See link org argouml uml reveng ImportInterface getImportSettings and link org argouml uml reveng SettingsTypes since when it replaced the FileGenerator interface ',DESIGN
' This does not support the Cache SQL DISTINCT BY comma list extensions but this extension is not supported through Hibernate anyway ',DEFECT
' Testing Does not fire Conflict with CrNameConflict ',TEST
' Evil hack to split the vacuum output a little ',DESIGN
' TODO localize filter action names',IMPLEMENTATION
' TODO This code is cloned over and over again tfm',DESIGN
' TODO entities CAN be compared by PK and entity name fix this ',DEFECT
' FIXME inefficient constructing a bignum just for dumping ',DESIGN
' What is the property supposed to be ',DESIGN
' TODO Open in message frame TODO Handle also message attachments from OpenInComposer action',DESIGN
' TODO replace this recursive function by a loop like in getRoot ',DESIGN
' Need a better way to define the suffixes here ',DESIGN
' TODO this is not done yet Eventually this will also feed the rational log ',IMPLEMENTATION
' TODO this assumes that the redirected response will always immediately follow the original response This may not always be true Is there a better way to do this ',DESIGN
' TODO should this be done when the client is created If so then the details need to be added as part of HttpClientKey',DESIGN
' todo move to StringHelper ',DESIGN
' R boolean True if file is readable by the real uid gid of the caller FIXME Need to implement an readable real p in FileTest',TEST
' Warning Null callstack here Do not think we need a stack trace to indicate how we sourced the method ',DEFECT
' Hack to allow automated tests to find when test has ended transient boolean testEnded false ',DESIGN
' TODO provide proper name ',DESIGN
' EATM Demand create metadata needs to depend on processing mode ',DESIGN
' TODO improve string version to better match browser behaviour e g do browsers regard http host and http Host as the same If so it would be better to reflect this in the string ',DESIGN
' This Fig is never placed on a diagram It is only used by the call renderer so that pick list items look like diagram Figs TODO This Fig does not represent a model element and so it should not extend FigNodeModelElement We should split FigNodeModelElement in two one for base functionality for all nodes and one that is truly for model elements ',DESIGN
' FIXME MRI has special case for constants here ',DEFECT
' Class to display graphics for N ary association association node i e the diamond p TODO Improve the location of the stereotypes author pepargouml yahoo es ',DESIGN
' hack to ensure the newly created awt fonts will be rendered with the same height as the swt one',DESIGN
' TODO This is a temporary method of making sure the model is updated on loss of focus of a combo box In the long term we should attempt to update the model on each keypress see java awt event FocusListener focusLost java awt event FocusEvent ',DESIGN
' TODO handle supportsNotNullUnique false but such a case does not exist in the wild so far',IMPLEMENTATION
' TODO Do we need to set the input encoding here It was done for ToDo parsing but none of the other member types InputSource inputSource new InputSource new InputStreamReader inputStream Argo getEncoding ',DESIGN
' A critic to suggest using the facade stereotype p TODO At the moment only a dummy implementation see issue ',DESIGN
' TODO No test coverage for this or createPropPanel tfm',TEST
' The class is now way to complex ',DESIGN
' TODO Copied from UmlDiagramRenderer Get the FigNode from the given layer that represents the given model element The FigNode portion of an association class is returned in preference to the FigEdge portion If no FigNode is found then a FIgEdge is searched for and the FigNode that acts as its edge port is returned param lay the layer containing the Fig param modelElement the model element to find presentation for return the FigNode presentation of the model element ',DESIGN
' use COUNT as the default This mimics the old behavior although NONE might be a better option moving forward in the case of callable',DESIGN
' real hacky used to count the nesting of parentheses',DESIGN
' TODO Replace the functioncall in the next line by requestFocusInWindow once we do not support Java any more ',IMPLEMENTATION
' TODO this bit actually has to be called after all cascades but since identity insert is called synchronously instead of asynchronously as other actions it is not',DESIGN
' A near clone of this code works fine outside of ArgoUML but throws a null pointer exception during the transform when run within ArgoUML I think it is something to do with the class libraries being used but I ca not figure out what so I have done a simpler less efficient stepwise translation below in serialTransform ',DESIGN
' charAt index n may be unknown on a Reader InputStream FIXME Match after a newline if in multiline mode',DEFECT
' TODO Should not be creating a new instance here We should hold the delete action in some central place ',DESIGN
' TODO This whole block can be deleted when issue is resolved',DEFECT
' The connect method specifying a connection type by class is unavailable in the ArgoUML implementation TODO This should be unsupported Use the Object version inheritDoc ',DESIGN
' FIXME create AttrReaderMethod AttrWriterMethod for faster attr access',IMPLEMENTATION
' HACK reading encoding',DESIGN
' dump the trace and continue this is currently only here for Android which seems to have bugs in its enumeration logic http code google com p android issues detail id ',DEFECT
' TODO This is a composite association so these will get deleted automatically The only thing we need to do is check for any additional elements that need to be deleted as a result ',DESIGN
' TODO uncomment the following to get the failure assertLoadModel ISSUE BASE DIR zipped uml andromda profile datatype andromda profile datatype xml zip null testReadCompressedAndroMDAProfileFileIssue ',DEFECT
' TODO Fix this so it will work for non POJO entity mode',DESIGN
' TODO map UML names to UML x names NON NLS NON NLS ',DEFECT
' TODO needs to be synch Probably not changed after threads have started JMeter Home directory excludes trailing separator JMeter bin directory excludes trailing separator ',DESIGN
' put has nowait semantics is this really appropriate note that it needs to be async replication never local or sync',DESIGN
' TODO Why do we clone the return value This is the only reference to it right so we should not need a separate copy ',DEFECT
' TODO get SQL rendering out of here create an AST for the join expressions Use the SQL generator grammar to generate the SQL text for the index expression ',DESIGN
' TODO review the tool tips stringField setToolTipText Translator localize label body tooltip ',IMPLEMENTATION
' TODO Fully implement this ',IMPLEMENTATION
' cleanAllExtentsBut model TODO why is this causing a crash ',TEST
' TODO for UML x this is isStatic',IMPLEMENTATION
' FIXME I do not like the null checks here',DESIGN
' TODO MVW I am not completely sure of the following p The namespace of the diagram is e g used when creating new elements that are shown on the diagram they will have their namespace set according this It is NOT necessarily equal to the owner return the namespace for the diagram ',DESIGN
' Sets the language of an expression TODO This operation is fooling the user in thinking that the body of the object is changed Instead a new object is created There is no other way a MExpression can not be altered once created So this operation returns a newly created object instead param handle The expression param language The new language return The newly created Object ',DESIGN
' TODO This code manually processes the ElementImports of a Package but we need to check whether MDR already does something similar automatically as part of its namespace processing tfm ',DESIGN
' HSQL has no Blob Clob support but just put these here for now ',DESIGN
' TODO use UndoableEditEvent to make this really work',DESIGN
' Perhaps something like the following would work instead Rectangle drawingArea JavaClassSATD getJComponent getVisibleRect ',IMPLEMENTATION
' TODO would it be better to do a refresh from db ',DESIGN
' Null value is just a declaration Note we might want to keep any existing value here instead of reset',DESIGN
' TODO We may return something useful when the relocate has been implemented like all StateMachines that are not ActivityGraphs ',IMPLEMENTATION
' JASON Mow that multiple object trees exist storing the edit where by objectInfo within session will not work It needs to be objectinfo within something else private final Map editWhereColsSheets new HashMap ',DESIGN
' TODO This will not work when the column has values with quotes in them Use PreparedStatements instead Hmmm instead of insert statements could we not just create a sequence and generate a select statement that a uses the sequence for the pkid b selects distinct values That would be a more efficient approach that would also eliminate this quoting problem',DESIGN
' TODO Move the magic number to a descriptive constant',DESIGN
' TODO are we intentionally eating all events tfm document ',DOCUMENTATION
' hack in order to be able to compile in java ',DESIGN
' Find a model element in modelElements which name is equal to name param name the name of the model element to find It ca not be null param modelElements the link Collection of model elements in which to find a model element with name return the model element if found or null TODO maybe should be moved to a helper class that deals with Model related stuff ',DESIGN
' needs to be improved ',DESIGN
' Check for field on object Note could eliminate throwing the exception somehow',DESIGN
' This will not work on Derby where non varchar columns cannot be altered among other restrictions TableColumnInfo nullintVC getVarcharColumn nullint true defVal A varchar comment String alterColTypeSQL dialect getColumnTypeAlterSQL firstCol nullintVC runSQL session alterColTypeSQL ',DEFECT
' If we are not visible most likely we are being deleted TODO This indicates a more fundamental problem that should be investigated tfm ',DEFECT
' Helper method for changeConnectedNode TODO This should probably be in superclass Associations can be on several diagram types ',DESIGN
' TODO not really completely correct since the uoe could occur while resolving associations leaving the PC in an inconsistent state',DEFECT
' Do not wait on ourselves we will deadlock TODO We might want to throw an exception here',DESIGN
' Fix for invalid characters If you think of more add to the list ',DESIGN
' TODO Use the SVGWriter D implementation cmd new SaveSVGAction Translator localize action save svg ',IMPLEMENTATION
' Removes a listener eventtype pair from the listener list TODO replace the listener implementation with a EventListenerList for better performance param event the event to which the listener will not listen any more param listener the listener to be removed ',IMPLEMENTATION
' Imported full name was not found as an absolute class If it is compound try to resolve to an inner class maybe this should happen in the BshClassManager ',DESIGN
' TODO we did not check the height yet',DEFECT
' TODO Implement this better',IMPLEMENTATION
' TODO FILLFACTOR ON PRIMARY etc ',IMPLEMENTATION
' TODO what type ',DESIGN
' JASON Make menu smarter When second window for the same session is added create a hierarchical menu for all windows for the session ',DESIGN
' hack to make sure that the right height is applied when no icon is used ',DESIGN
' TODO author fdietz keep track of progress here',IMPLEMENTATION
' the text box containing the problem messages TODO This should be hidden by default but accessible on via a details button or tab to provide more info to the user ',IMPLEMENTATION
' Unfortunately we need to remove the exising tree table component and create a new one due to limitations with replacing models in the existing sun implementation Why on earth they couldnt formalise the tree table example on JFC which we use a bit more is anyones guess ',DESIGN
' This form used from annotations Essentially the same as the above using a resultset mapping reference but without cacheMode readOnly and comment FIXME annotations do not use it so it can be remove from my POV deprecated param query The sql query string param resultSetRef The result set mapping name param querySpaces Any specified query spaces used for auto flushing param cacheable Whether the query results are cacheable param cacheRegion If cacheable the region into which to store the results param timeout A JDBC level timeout to be applied param fetchSize A JDBC level fetch size to be applied param flushMode The flush mode to use for this query param parameterTypes parameter type map param callable Does the query string represent a callable object i e proc ',DESIGN
' This is a work around for what looks like a bug to me it is a syntax error to qualify with the schema the new table name but not the old as in ALTER TABLE public tablerenametest RENAME TO public tablewasrenamed The second public is apparently not currently a valid thing to do ',DESIGN
' TODO Make callCoerced work in block context then fix downto step and upto ',DESIGN
' TODO This ca not depend on ProjectBrowser Alternate below',DESIGN
' TODO shift block down to bottom',DESIGN
' TODO implement iterate TODO implement sortedBy TODO implement subSequence ',IMPLEMENTATION
' FIXME This function needs documentation Constructor ',DOCUMENTATION
' actual type does not exactly match method return type re get converter FIXME when the only autoconversions are primitives this will not be needed',DESIGN
' needs more work sending and receiving icons',DESIGN
' TODO Do we need to control separately for attributes and operations ',IMPLEMENTATION
' two reasons are mentioned in the API docs for File list dir is not a directory This is impossible as we would not get here in this case an IO error occurred why does not it throw an exception then ',DESIGN
' I hate this so much even before I start writing it Re initialising a global in a place where no one will see it just feels wrong Oh well here goes ',DESIGN
' TODO I do not really like this implementation it would be better if this was handled by searchForDirtyCollections ',IMPLEMENTATION
' TODO Add safety check for taintedness',IMPLEMENTATION
' method has more than lines we will need to split it and therefore need to use a heap based scope',DESIGN
' todo eventually merge this with TreeCache and just add optional opt lock support there ',DESIGN
' TODO getAllPossibleSubvertices and getAllSubStates are duplicates tfm',DESIGN
' Do not use real type Axion sets the column size to by default yet it can handle more precision So data being copied from the real column can potentially be larger than what the column claims to support This will be a problem for other databases that pay attention to the column size TODO Perhaps re introduce the REAL type but use the new getPrecisionDigits to max out the precision ',DESIGN
' SSS FIXME Is this correctly placed at the end of the loop iteration ',DESIGN
' TODO should we call test listeners That might hang too NON NLS default is true',DEFECT
' TODO should this be Session instantiate Persister ',DESIGN
' TODO look at perhaps caching this ',IMPLEMENTATION
' should implement getMinimumLength any ideas ',DESIGN
' TODO Why is this disabled always ',IMPLEMENTATION
' Fix bug D arg arg was causing parse error however define arg arg is OK This seems to be because the parser skips the terminator for the long options but was not doing so for the short options ',DESIGN
' TODO Do we care ',DESIGN
' FIXME the code below is a copy of RubyIO puts and we should avoid copy paste ',DESIGN
' TODO This method is obsolete Use getInputMap etc as below',DESIGN
' FIXME Should we make this work with platform is locale or continue hardcoding US ',IMPLEMENTATION
' TODO clazz is probably always the same as testclass',DESIGN
' real stupid recreation of whole menu model',DESIGN
' TODO currently we do not know a SessionFactory reference when building the Tuplizer THIS IS A BUG embedded xml false on component TODO fix this after HHH is complete',DEFECT
' work around a bug in all known connection pools ',DESIGN
' TODO Delete Me',DESIGN
' TODO No one should be sending the deprecated event from outside ArgoUML but keep responding to it for now just in case',DESIGN
' TODO asArgument ',DESIGN
' Do not allow connections to be created from a read only model element to any other TODO This should be considered a workaround It only works because by default we place newly created relationships in the namespace of the fromElement The correct behavior in the presence of read only elements really depends on the type of connection as well as the writeability of both ends ',DESIGN
' Searches for a type classifier with name s If defineNew is true a new type is defined if the type classifier is not found The newly created type is added to the currentNamespace and given the name s p TODO Move to Model subsystem tfm param s the name of the type classifier to be found param defineNew if true define a new one return Classifier the found classifier ',DESIGN
' TODO do contentType and or dataEncoding belong in HTTPSampleResult instead ',DESIGN
' TODO Work out why KLUDGE For some reason I am not able to get the sheet to size correctly It always displays with a size that causes the sub panels to have their scrollbars showing Add a bit of an increase in the size of the panel so the scrollbars are not displayed ',DESIGN
' TODO This code effectively disables all inspection based optimizations none of them are safe yet',DEFECT
' TODO This does not work but should Collection elements JavaClassSATD getRootElements JavaClassSATD deleteCollection elements elements JavaClassSATD getRootElements assertTrue Failed to create clean environment JavaClassSATD ',DEFECT
' Extract this out into a class like CascadeInternalFramePositioner ',DESIGN
' not very nice but will do the job',DESIGN
' Windows bug workaround in case a YES NO confirm was shown',DESIGN
' TODO we should throw an exception if we really know for sure that this is a detached instance rather than just assuming throw new StaleObjectStateException entityName id ',DESIGN
' Allow the mimetype of the file to control the content type This is not obvious in GUI if you are not uploading any files but just sending the content of nameless parameters TODO needs a multiple file upload scenerio',IMPLEMENTATION
' drag and drop support I d just move the code to JEditTextArea but it depends on JDK APIs',DESIGN
' Jakarta Commons Logging listener Note do not use the SimpleLog as your logger implementation as it causes an infinite loop since it writes to System err which Ant traps and reroutes to the logger listener layer The following names are used for the log org apache tools ant Project PROJECT NAME for project events org apache tools ant Target TARGET NAME for target events TASK CLASS NAME TARGET NAME for events in individual targets In all target and project names we replace and with TODO we should use the advanced context logging features and expose them in c l first TODO this is very inefficient Switching the out and tracking the logs can be optimized a lot but may require few more changes to the core since Ant ',DESIGN
' A modelelement has been changed Now we give it priority to be checked by the critics ASAP TODO why is is synchronised TODO what about when objects are first created param dm the design material param reason the reason ',DESIGN
' Need to somehow call SQLResultExecuterPanel reRunSelectedResultTab true Something like SQLResultExecuterPanel panel getPanel panel reRunSelectedResultTab true However that does not apply when the user is exporting from the table contents table There needs to be a more generic way to do this for all tables containing data that is to be exported where some of the fields contain placeholders For now we just inform the user and let them either continue or abort and change the configuration manually re run the query reload the table data and re export ',DESIGN
' Is getName ok test with ',TEST
' The following query produces a result that should be editable but it currently is not',DEFECT
' TODO the type of the model element used in a type parameter ie the formal needs to match the actual parameter that it gets replaced with later This code is going to restrict that to always being a Parameter which does not seem right but I do not have time to debug it right now tfm ',DESIGN
' The target model element In UML x this is the element that owns the expression In UML x this is the expression itself TODO This makes behaviour different enough that separate subclasses should be considered ',DESIGN
' TODO Ruby reuses this logic for other write behavior by checking if it is an IO and calling write again',DESIGN
' TODO Numeric new works in Ruby and it does here too However trying to use that instance in a numeric operation should generate an ArgumentError Doing this seems so pathological I do not see the need to fix this now ',DEFECT
' Do we have connection ends ',IMPLEMENTATION
' this listener priority thing is a bad hack ',DESIGN
' INTERVAL OPERATOR x x x y RE INTERVALS RE NO BK BRACES x x x y RE INTERVALS RE NO BK BRACES OPEN QUESTION what is proper interpretation of at start of string ',DESIGN
' TODO make it cross runtime safe by COW or eager copy',IMPLEMENTATION
' TODO Ruby re checks that the buffer string has not been modified',IMPLEMENTATION
' Check that the two elements are not already linked the opposite way TODO This is a part implementation of well formedness rule UML Circular inheritance is not allowed not self allParents includes self ',DESIGN
' TODO This method does not appear to be used ',DESIGN
' Should we return fragment as text rather than text of fragment ',DESIGN
' Recognizer for ModelElements which have the singleton Stereotype applied p TODO Moved this out of the Facade to someplace elese since it is not Model subsystem specific tfm param handle candidate return true if handle is a singleton ',DESIGN
' TODO Wo not our use of PathComparator take care of uniqueness ',DESIGN
' TODO Attempt to move the following code to GEF',DESIGN
' N B Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class',DESIGN
' TODO add referencedClass to disambiguate to FKs on the same columns pointing to different tables',IMPLEMENTATION
' TODO is this a bit ugly ',DESIGN
' TODO Without this we fail to draw e g a Class But is this a good solution Why is the Layer not set in the constructor ',DESIGN
' fucking GTK look and feel',DESIGN
' TODO Why is this here Who is calling this see java beans VetoableChangeListener vetoableChange java beans PropertyChangeEvent ',DESIGN
' FIXME This function needs documentation return String param String Name ',DOCUMENTATION
' FIXME figure out why we get null sometimes',DESIGN
' write TODO Check if sections are not used within the file and put them as comments at the end of the file Hint use a second Map to compare with the used keys param filename the file name param indent the current indentation param outputLostSections true if lost sections are to be written ',IMPLEMENTATION
' important to account for newly saved entities in query todo some kind of check for new status ',DESIGN
' TODO do something here ',IMPLEMENTATION
' Note We intentionally do not remember internal plugins because we do not want them to appear in the plugin manager currently TODO improve plugin manager dialog to support internal plugins which ca not be removed etc ',DESIGN
' TODO Is this a good way of handling nested notation ',IMPLEMENTATION
' TODO Some elements such as Generalization are no longer named For a transitional period we will return a String so debug can continue but the calling code should probably be fixed tfm Bob says these are the comments that were in FacadeEUMLImpl getName Same trick is needed here for now ',DESIGN
' TODO adjust length so it will not fall in the middle of a multi byte character MRI is sprintf c uses tables in a modified version of regex c which assume some particular encoding for a given installation application See regex c re mbcinit in ruby p This is only an issue if the user specifies a precision that causes the string to be truncated The same issue would arise taking a substring of a ByteList backed RubyString ',IMPLEMENTATION
' TODO temporary initial step towards HHH ',IMPLEMENTATION
' TODO name is not expanded for diagram objects',DEFECT
' author fdietz PROBLEM Extensions do not run using Java Webstart JWS Even though we assign all permission in our columba jnlp file this only applies to the initial Java Webstart classloader But we create our own classloaders for loading extensions These classloaders do not have the same permission settings anymore ',DESIGN
' Should clean this up to a single return statement',DESIGN
' We set expected and checksum to here since we do not have that information for release xml file TODO Can HttpClient be used to get the byte size of release xml so we can perform this check ',DESIGN
' TODO Not sure the semantics are an exact match here between UML Aggregate and UML x Shared ',DESIGN
' TODO can this ever happen ',DESIGN
' Facade methods for IMessageHandler We do not want to allow code to directly access an internal IMessageHandler now that the IMessageHandler interface requires an ExceptionFormatter to be injected for methods that accept Exceptions ',DESIGN
' TODO this needs work so that users can set the font size through a gui preference window ',DESIGN
' TODO should really return most specific i e longest match ',DESIGN
' return the statemachine TODO If this method is called by any of the Figs it will introduce a dependency cycle It would be much better if they could just use link org argouml uml diagram ArgoDiagram getOwner which does the same thing ',DESIGN
' TODO Should this method be synchronized all other function execute are',DESIGN
' Stylepanel which adds a checkbox to show or hide the stereotype p TODO i n author mvw tigris org ',IMPLEMENTATION
' TODO This must happen on the AWT thread',IMPLEMENTATION
' Return true iff the given ToDoItem is still valid and should be kept in the given designers ToDoList Critics that are not enabled should always return false so that their ToDoItems will be removed Subclasses of Critic that supply multiple offenders should always override this method p By default this method basically asks the critic to again critique the offending Object and then it checks if the resulting ToDoItem is the same as the one already posted This is simple and it works fine for light weight critics Critics that expend a lot of computational effort in making feedback that can be easily check to see if it still holds should override this method p TODO Maybe ToDoItem should carry some data to make this method more efficient inheritDoc ',DESIGN
' TODO Use JavaClassSATD getPathList modelElement TODO This will fail with nested Models',DEFECT
' TODO Only used by interface implementation eliminate it',DESIGN
' TODO temporary let tree expand implicitly tfm',DESIGN
' TODO Review priority of public ID vs system ID has been reversed from original implementation',IMPLEMENTATION
' Test read compressed models mainly to verify the correct reading of AndroMDA profiles TODO Move this test into argouml base when we will want to read also zip file author lmaitre ',TEST
' pattern now holds while string is not exhausted this will generate false positives but we can live with that ',DEFECT
' TODO What type of validation can we do here on tagType ',DESIGN
' TODO is this a good idea ',DESIGN
' TODO Change this to use an UndoManager instance per project when GEF has been enhanced ',DESIGN
' in milli seconds TODO properties ',DESIGN
' We just set the prefix for this fileset and pass it up Do we need to do this LH',DESIGN
' TODO please add some javadoc ugly classname also',DOCUMENTATION
' FigMyCircle is a FigCircle with corrected connectionPoint method this methods calculates where a connected edge ends p TODO Once we are at GEF version M this whole class can be removed since it was taken over by GEF ',DESIGN
' Only do verification if debug level logging is on TODO Should we leave this on always tfm',DESIGN
' modules are included with a shim class we must find that shim to handle super appropriately',DESIGN
' make it stretch vertically TODO The curBody must notify modification',DEFECT
' XXX const lookup can trigger const missing is that enough to warrant it always being executed ',DESIGN
' TODO This ca not depend on ProjectBrowser It needs to get the current drawing area from the Diagram subsystem or GEF',DESIGN
' not sure whether this test is needed but cost nothing to put hope it will be reviewed by anybody competent',TEST
' When we change the type we need to create a new Initial Value And to display the Panel TODO if we select the same type that the current do nothing ',DESIGN
' If the delegate URI can be handled as a file we will hope that renaming it will be really efficient ',DESIGN
' This runs the operation and shows progress It appears to be a bad thing to fork this onto another thread ',DESIGN
' ignored it should not have been in the project in the st place',IMPLEMENTATION
' TODO we may also want to check that the types here map to exactly one column JDBC type ca not think of a situation where arithmetic expression between multi column mappings makes any sense ',DESIGN
' Assume that it is an attribute for now It will could become a reference if the type resolves to an EClass ',DESIGN
' TODO avoid this for non new instances where mightBeDirty false',IMPLEMENTATION
' next version remove this',DESIGN
' This may not actually make any difference at present the code behind addTrigger needs more work ',IMPLEMENTATION
' hack sticking to first interpreter that resolves this see comments on type instance variable',DESIGN
' work around that crazy issue where the tree contains empty FromElements no text afaict this is caused by JavaClassSATD',DESIGN
' should we cache info in not a class case too ',DESIGN
' todo this was added to support initializing an entity is EntityEntry snapshot during reattach this should be refactored to instead expose a method to assemble a EntityEntry based on this state for return ',DESIGN
' Do not know what to do otherwise',IMPLEMENTATION
' TODO make an assert here',TEST
' FIXME clone generator',DESIGN
' entity name will not be available for non POJO entities TODO cache the entity name somewhere so that it is available to this exception',DESIGN
' TODO implement other non text types',DESIGN
' Builds a compositestate as top for some statemachine p TODO Confusing name this method should better be named buildTopStateOnStateMachine param statemachine The given statemachine return MCompositeState The newly build top state see buildCompositeState Object ',DESIGN
' this method is a nightmare',DESIGN
' TODO author fdietz implement',IMPLEMENTATION
' FIXME Clone the attributed string if it is not null',DESIGN
' null or brand new collection this will also inefficiently handle arrays which have no snapshot so we ca not do any better',DESIGN
' KLUDGE We want some info about the columns to be available for validating the user input during cell editing operations Ideally we would get that info inside the ResultSetDataSet class during the creation of the columnDefinition objects by using various functions in ResultSetMetaData such as isNullable idx Unfortunately in at least some DBMSs e g Postgres HSDB the results of those calls are not the same and are less accurate than the JavaClassSATD call used in ColumnsTab to get the column info Even more unfortunate is the fact that the set of attributes reported on by the two calls is not the same with the ResultSetMetadata listing things not provided by getColumns Most of the data provided by the ResultSetMetaData calls is correct However the nullable not nullable property is not set correctly in at least two DBMSs while it is correct for those DBMSs in the getColumns info Therefore we collect the collumn nullability information from getColumns and pass that info to the ResultSet to override what it got from the ResultSetMetaData ',DESIGN
' TODO Does CoreHelper getExtendedClassifiers Object element means all parents direct and indirect or only the direct parents ',DESIGN
' TODO can this eever happen ',DESIGN
' FIXME Boundary condition at end of image for non integral multiples of BUFFER HEIGHT',DEFECT
' TODO should we skip processing here ',DESIGN
' Settings dialog tab panel for layout options p TODO This class contains a lot of references to org argouml uml ui It would probably be better to move it there TODO This class breaks too many dependency limitations And it is not used anywhere So I MVW disabled its functionality author Linus Tolke ',DESIGN
' FB Wo not compile with VAJ or NO JIKES FB Object adapter adapterFactory adapt mapping ',DEFECT
' TODO Bob says the reflective code following should be replaced with something more specific like this commented out code This would mean we need sType changed to a meta type Object rather than a String ',DESIGN
' These next lines for the case that the current namespace is not a valid one Which of course should not happen but it does see the project attached to issue ',DEFECT
' sql server at least needed this dropped after use strange ',DESIGN
' Finds a type in a model by name FIXME duplicated from the method with the same name in org argouml profile internal ModelUtils param s the type name param model the model return the type or code null code if the type has not been found ',DESIGN
' TODO check there is no actual definition elemnents when a ref is defined',IMPLEMENTATION
' TODO Should not we throw an exception here ',DEFECT
' TODO associationclasses fit both of the next cases',DESIGN
' TODO add a CriteriaImplementor interface this class depends directly upon CriteriaImpl in the impl package ',DESIGN
' TODO This probably is not the best hack but it works until we can have different root frame setup for easily ',DESIGN
' TODO do we need to add a charset for the file contents NON NLS ',DESIGN
' IMPORTANT Receive the block argument before the opt and splat args This is so that the arg can be encoded as arest of the array This will not work if the block argument has not been received yet ',DEFECT
' TODO RESTRICT VIOLATION',IMPLEMENTATION
' TODO sys fail',DEFECT
' retarded GTK look and feel ',DESIGN
' results setResponseCode TODO what code should be set here ',DESIGN
' TODO what to do with the return value ',IMPLEMENTATION
' TODO Add all top level packages',IMPLEMENTATION
' TODO this attribute should be transferred to the renderer state ',DESIGN
' TODO verify this',DESIGN
' SSS FIXME Are we guaranteed that we splats dont head to multiple assignment nodes i e a b ',DESIGN
' quick dirty to make nested mapped p sets work ',DESIGN
' TBD return user selected subset of referenced packages that contain super classes of classes in this package ',DESIGN
' Do nothing for now and avoid propagating the exception How should builders handle cancel ',DESIGN
' TODO We need a better algorithm ',IMPLEMENTATION
' TODO Setup title correctly setTitle getTitle session getSessionSheet getTitle ',DEFECT
' TODO All super constrcutors should take a GraphModel',DESIGN
' TODO The following is MDR specific We need something generic to all Model subsystems tfm ',DESIGN
' if desired get fancy and use icons in buttons instead of text ',DESIGN
' The list with objects that should be shown in the combobox TODO Using a list here forces a linear search when we are trying to add a new element to the model which can be very slow for large models ',IMPLEMENTATION
' TODO why are we duplicating the constants here and then in File Constants below File Constants is included in IO ',DESIGN
' TODO This try catch will be needed once the code below is improved ',IMPLEMENTATION
' TODO This should not be referencing the current project Instead the appropriate UndoManager should have already been retrieved from the correct project ',DESIGN
' note that this method could easily be moved up to BasicEntityPersister if we ever needed to reuse it from other subclasses',DESIGN
' TODO Ruby locks the string here',DEFECT
' Sets the body of an expression TODO This operation is fooling the user in thinking that the body of the object is changed Instead a new object is created There is no other way a MExpression can not be altered once created So this operation returns a newly created object instead param handle The expression to modify param body The body to set return The newly created expression ',DESIGN
' Apparently in some environments you ca not catch the security exception at all e g as an applet in IE will probably have to work around ',DEFECT
' TODO Make another pass to deal with overlaps ',IMPLEMENTATION
' switch eats a multi level break here not empty statement',DESIGN
' Hack to deal with Ingres IIE meta tables ',DESIGN
' TODO dont use deprecated method',DESIGN
' Return the fully qualified name of a model element in Java dot separated format p TODO We really need a language independent format here Perhaps the list of names that form the hierarchy tfm ',IMPLEMENTATION
' TODO here is why we need to make bytecode provider global TODO again fix this after HHH is complete',DESIGN
' TODO Figure out how this can happen and possibly remove',DESIGN
' TODO author javaprog better exception handling',DESIGN
' TODO This is a redundant invocation',DESIGN
' XXX maybe use reflection to addPathElement other patterns ',DESIGN
' TODO Check that this is correct',DESIGN
' TODO Should next and return also catch here ',DESIGN
' Temporary hack to support inner classes If the obj is a non static inner class then import the context This is not a sufficient emulation of inner classes Replace this later ',DESIGN
' Work in progress here to allow multiple details panes with different contents Bob Tarling ',DESIGN
' SSS FIXME Used anywhere I do not see calls to this anywhere public Operand buildDAsgnAssignment Node node IR Scope s DAsgnNode dasgnNode DAsgnNode node JavaClassSATD assignLocalVariable JavaClassSATD JavaClassSATD ',DESIGN
' TODO native ids',IMPLEMENTATION
' Thanks to Slava Pestov of jEdit fame for import caching enhancements Note This class has gotten too big It should be broken down a bit ',DESIGN
' TODO This is updating model on a per character basis as well as unregistering reregistering event listeners every character very wasteful tfm',IMPLEMENTATION
' TODO author fdietz implement test',TEST
' TODO Add standard stereotype Set is open ended but predefined names include call create instantiate send',DESIGN
' TODO delete Instances which have this as their classifier or should we leave them since they contain so much state that the user would have to recreate JavaClassSATD deleteCollection JavaClassSATD getCommonBehavior getAInstanceClassifier getInstance cls TODO delete ObjectFlowStates which have this as their type JavaClassSATD deleteCollection JavaClassSATD getActivityGraphs getATypeObjectFlowState getObjectFlowState cls TODO delete ClassifierInStates which have this as their type ',DESIGN
' TODO reactivate when feature is supported',DESIGN
' N B Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class TODO remove UnsharedComponent Probably does not make sense for a TestBean ',DESIGN
' TODO support real types',IMPLEMENTATION
