comment,classification
' i n DataSetUpdateableTableModelImpl error rereadingdb There was a problem reported while re reading the DB The DB message was n ',WITHOUT_CLASSIFICATION
' Add current time to total for later use exclude pause time ',WITHOUT_CLASSIFICATION
' TODO Here too ',WITHOUT_CLASSIFICATION
' Stop UI interception',WITHOUT_CLASSIFICATION
' Create a proxy in the correct way and pop it ',WITHOUT_CLASSIFICATION
' TODO Replace the functioncall in the next line by requestFocusInWindow once we do not support Java any more ',IMPLEMENTATION
' create open file dialog',WITHOUT_CLASSIFICATION
' A temporary cache for the focus listener',WITHOUT_CLASSIFICATION
' Default signature',WITHOUT_CLASSIFICATION
' the method called to set the attribute',WITHOUT_CLASSIFICATION
' if use is not looking for ASCII chars or if this one is one that is not printable then convert it into numeric form',WITHOUT_CLASSIFICATION
' Start with so tries at least once and retries at most MAX CONN RETRIES times',WITHOUT_CLASSIFICATION
' BrowserColorsOptionPane constructor',WITHOUT_CLASSIFICATION
' We only want IO objects with valid streams better to error now ',WITHOUT_CLASSIFICATION
' Do not hold a transactional lock for this ',WITHOUT_CLASSIFICATION
' by default natural ids are immutable constant ',WITHOUT_CLASSIFICATION
' prepend From line',WITHOUT_CLASSIFICATION
' the shortcut has already been assigned to another action ',WITHOUT_CLASSIFICATION
' TODO this bit actually has to be called after all cascades but since identity insert is called synchronously instead of asynchronously as other actions it is not',DESIGN
' deal with length width',WITHOUT_CLASSIFICATION
' else this is not a collection initializer and empty collections will be detected by looking for the owner is identifier in the result set ',WITHOUT_CLASSIFICATION
' A near clone of this code works fine outside of ArgoUML but throws a null pointer exception during the transform when run within ArgoUML I think it is something to do with the class libraries being used but I ca not figure out what so I have done a simpler less efficient stepwise translation below in serialTransform ',DESIGN
' charAt index n may be unknown on a Reader InputStream FIXME Match after a newline if in multiline mode',DEFECT
' adjust for insets ',WITHOUT_CLASSIFICATION
' intDigits is not used here but if it were it would be ',WITHOUT_CLASSIFICATION
' public static final int THREAD GROUP ',WITHOUT_CLASSIFICATION
' rebuild unless the dest file is newer than the source file',WITHOUT_CLASSIFICATION
' Eager fetch the collection so we can use it detached',WITHOUT_CLASSIFICATION
' i n DownloadStatusEventHandler downloadingUpdatesMsg Downloading Files ',WITHOUT_CLASSIFICATION
' All errors to sysread should be SystemCallErrors but on a closed stream Ruby returns an IOError Java throws same exception for all errors so we resort to this hack ',WITHOUT_CLASSIFICATION
' TODO Should not be creating a new instance here We should hold the delete action in some central place ',DESIGN
' i n sqlbookmark script Script ',WITHOUT_CLASSIFICATION
' No point continuing Mainly for bsh EvalError',WITHOUT_CLASSIFICATION
' OK to call JavaClassSATD',WITHOUT_CLASSIFICATION
' Autoscroll Interface The following code was borrowed from the book Java Swing By Robert Eckstein Marc Loy Dave Wood Paperback pages Ed edition September O Reilly Associates ISBN X The relevant chapter of which can be found at http www oreilly com catalog jswing chapter dnd beta pdf',WITHOUT_CLASSIFICATION
' bit number native as fixnum ',WITHOUT_CLASSIFICATION
' did not want to spoof the IP address',WITHOUT_CLASSIFICATION
' Set the instance type name instead since that will also set the instance class name but this way will make undo restore the current instance type name correctly ',WITHOUT_CLASSIFICATION
' Move the resolved object to the right place remove the proxy and we are done ',WITHOUT_CLASSIFICATION
' getStandardRuleSet method',WITHOUT_CLASSIFICATION
' default option',WITHOUT_CLASSIFICATION
' i n syntax findExplain Press F to go to next result Press Ctrl Shift F to toggle highlight search ',WITHOUT_CLASSIFICATION
' We do not create an iterator stack until the root mapping itself has been returned by next once After that the stack should be non empty and the top iterator should yield true for hasNext ',WITHOUT_CLASSIFICATION
' just check whether this throws an exception',WITHOUT_CLASSIFICATION
' TODO This whole block can be deleted when issue is resolved',DEFECT
' see javax swing tree DefaultTreeModel insertNodeInto javax swing tree MutableTreeNode javax swing tree MutableTreeNode int ',WITHOUT_CLASSIFICATION
' ignored this event',WITHOUT_CLASSIFICATION
' NONE FIXED',WITHOUT_CLASSIFICATION
' decrement to do tick now',WITHOUT_CLASSIFICATION
' we mark the file to be deleted on exit the alternative would be to cache the filename and delete after execution finished which is much better for long lived runtimes though spawning complicates things ',WITHOUT_CLASSIFICATION
' unable to locate it using this name',WITHOUT_CLASSIFICATION
' i n oracle diplayScriptDetails Display script details ',WITHOUT_CLASSIFICATION
' Wildcards are only allowed in type arguments ',WITHOUT_CLASSIFICATION
' Rehash the table if the threshold is exceeded',WITHOUT_CLASSIFICATION
' First try to get the lock of the virtual folder',WITHOUT_CLASSIFICATION
' build the list of sources which are out of date with respect to the target',WITHOUT_CLASSIFICATION
' Do not include controlled children here they will show up under their container ',WITHOUT_CLASSIFICATION
' Using javax activation DataSource paradigm',WITHOUT_CLASSIFICATION
' this represents the situation for drawing a horizontal bar ',WITHOUT_CLASSIFICATION
' paintComponent method',WITHOUT_CLASSIFICATION
' create an empty set for the use list',WITHOUT_CLASSIFICATION
' try replacing an existing value',WITHOUT_CLASSIFICATION
' break the classLocations into its components ',WITHOUT_CLASSIFICATION
' expandAbbrev method',WITHOUT_CLASSIFICATION
' does nothing unless overridden',WITHOUT_CLASSIFICATION
' ignore this row of results Note the early exit',WITHOUT_CLASSIFICATION
' Set up the buffers for data and names',WITHOUT_CLASSIFICATION
' The stereotype Width is the same as the cover height is its default since the font is not yet set The text should be centered ',WITHOUT_CLASSIFICATION
' case MouseEvent MOUSE ENTERED toolTipInitialDelay JavaClassSATD toolTipReshowDelay JavaClassSATD ttm setInitialDelay ttm setReshowDelay super processMouseEvent evt break case MouseEvent MOUSE EXITED ttm setInitialDelay toolTipInitialDelay ttm setReshowDelay toolTipReshowDelay super processMouseEvent evt break ',WITHOUT_CLASSIFICATION
' otherwise recreate the mapping between the collection and its key',WITHOUT_CLASSIFICATION
' Show the modified AST ',WITHOUT_CLASSIFICATION
' i n OraclePlugin timestampWarning The setting to use string literals for timestamps may result in the inability to edit tables containing these columns If this problem occurs open Global Preferences Data Type Controls and set Timestamps to use JDBC standard escape format ',WITHOUT_CLASSIFICATION
' do not recognize this button request',WITHOUT_CLASSIFICATION
' int precision',WITHOUT_CLASSIFICATION
' check null changes nothing',WITHOUT_CLASSIFICATION
' xHigh',WITHOUT_CLASSIFICATION
' it is safe since adler update does not modify the array',WITHOUT_CLASSIFICATION
' Put the check boxes in a column in a panel',WITHOUT_CLASSIFICATION
' Do allow an existing MANIFEST MF to be overwritten since it may have been created as part of an empty EMF project Use the existence of a plugin xml as a guard against overwriting in a project that has already been generated ',WITHOUT_CLASSIFICATION
' Extend but only between two use cases Remember we draw from the extension port to the base port ',WITHOUT_CLASSIFICATION
' bad axisNumber',WITHOUT_CLASSIFICATION
' if true the Scheduler is enabled',WITHOUT_CLASSIFICATION
' Assuming mime type in form text XXXX charset XXXXXX ',WITHOUT_CLASSIFICATION
' Interpreter debug No class manager namespace this ',WITHOUT_CLASSIFICATION
' privateAddressLabel ',WITHOUT_CLASSIFICATION
' We will assume that the copy command can execute and that adding a copy of the clipboard is the same test as adding the clipboard contents itself ',WITHOUT_CLASSIFICATION
' test with empty list ',WITHOUT_CLASSIFICATION
' uri charAt i FRAGMENT SEPARATOR implied ',WITHOUT_CLASSIFICATION
' find the batch number associated with the current association if any ',WITHOUT_CLASSIFICATION
' pre JUnit ',WITHOUT_CLASSIFICATION
' see org argouml cognitive ToDoItem select ',WITHOUT_CLASSIFICATION
' If there is a column object just convert it to a string ',WITHOUT_CLASSIFICATION
' non Javadoc see net sourceforge squirrel sql plugins dbcopy SessionInfoProvider getCopySourceSession ',WITHOUT_CLASSIFICATION
' Note this field and the following static initializer must be located be in this order ',WITHOUT_CLASSIFICATION
' If there is an adapter of the correct type ',WITHOUT_CLASSIFICATION
' create a class in the project model',WITHOUT_CLASSIFICATION
' populate deprecated fields',WITHOUT_CLASSIFICATION
' test invalid byte arrays',WITHOUT_CLASSIFICATION
' SizeConstraint sConstr new SizeConstraint new AtFixed new AtFraction f ',WITHOUT_CLASSIFICATION
' IMPORTANT These MUST remain in order ',WITHOUT_CLASSIFICATION
' do not beep if not found subsequent beeps are very annoying when backspacing an invalid search string ',WITHOUT_CLASSIFICATION
' private boolean currentLineHighlighting true ',WITHOUT_CLASSIFICATION
' load filename and command with previously entered info if not the default',WITHOUT_CLASSIFICATION
' Following methods we do not delegate since they have so little logic it is clearer to just implement them here',WITHOUT_CLASSIFICATION
' s log info Not all selected objects where tables ',WITHOUT_CLASSIFICATION
' The connect method specifying a connection type by class is unavailable in the ArgoUML implementation TODO This should be unsupported Use the Object version inheritDoc ',DESIGN
' Caret',WITHOUT_CLASSIFICATION
' Used with DROP TABLE to delete all records in the table ',WITHOUT_CLASSIFICATION
' addPluginJAR method',WITHOUT_CLASSIFICATION
' uml model events',WITHOUT_CLASSIFICATION
' Prepare LoadService and load path',WITHOUT_CLASSIFICATION
' read the constant pool in and resolve it',WITHOUT_CLASSIFICATION
' A conditional node is constructed if its condition is true All the nodes that have been pushed since the node was opened are made children of the the conditional node which is then pushed on to the stack If the condition is false the node is not constructed and they are left on the stack ',WITHOUT_CLASSIFICATION
' seriesVisibleList',WITHOUT_CLASSIFICATION
' FIXME create AttrReaderMethod AttrWriterMethod for faster attr access',IMPLEMENTATION
' Convert the string value into the proper type ',WITHOUT_CLASSIFICATION
' i n userscript scriptPropsName Name ',WITHOUT_CLASSIFICATION
' Ruby ignores empty syswrites',WITHOUT_CLASSIFICATION
' future is done or cancelled skip it',WITHOUT_CLASSIFICATION
' enable schema setFeature XmlConstants FEATURE VALIDATION false ',WITHOUT_CLASSIFICATION
' last expression should not be void ',WITHOUT_CLASSIFICATION
' handle transparency and compositing ',WITHOUT_CLASSIFICATION
' Treat a null name input string the same as an empty input string',WITHOUT_CLASSIFICATION
' Now actually plot each of the series polygons ',WITHOUT_CLASSIFICATION
' notifyTableListeners new TableModelEvent this JavaClassSATD ',WITHOUT_CLASSIFICATION
' HACK reading encoding',DESIGN
' Not all Oracle is just g and above ',WITHOUT_CLASSIFICATION
' see java awt event WindowListener windowActivated java awt event WindowEvent ',WITHOUT_CLASSIFICATION
' targetIndex end',WITHOUT_CLASSIFICATION
' remove method',WITHOUT_CLASSIFICATION
' Assumes some kind of list is use If not using a list that retains the order then the asserts would need to change',WITHOUT_CLASSIFICATION
' Plugin knows only how to script Views and Stored Procedures on DB So if it is not a DB Session we tell SQuirreL the Plugin should not be used ',WITHOUT_CLASSIFICATION
' dump the trace and continue this is currently only here for Android which seems to have bugs in its enumeration logic http code google com p android issues detail id ',DEFECT
' end class ProjectMemberModel ',WITHOUT_CLASSIFICATION
' Add method body',WITHOUT_CLASSIFICATION
' Returns the node on the top of the stack and remove it from the stack ',WITHOUT_CLASSIFICATION
' TODO This is a composite association so these will get deleted automatically The only thing we need to do is check for any additional elements that need to be deleted as a result ',DESIGN
' Ensure that all proxies are resolved so that references into the controlled object will be saved to reference the new resource ',WITHOUT_CLASSIFICATION
' send indeterminate new value instead of making copy of vector',WITHOUT_CLASSIFICATION
' The interpretation of an ambiguous name is context sensitive We disallow a generic eval ',WITHOUT_CLASSIFICATION
' Execute validator and return results ',WITHOUT_CLASSIFICATION
' the CascadingAction implementations ',WITHOUT_CLASSIFICATION
' Allow list of headers to be overridden NON NLS ',WITHOUT_CLASSIFICATION
' On VMS platform we need to create a special java options file containing the arguments and classpath for the javac command The special file is supported by the V switch on the VMS JVM ',WITHOUT_CLASSIFICATION
' templates i',WITHOUT_CLASSIFICATION
' this is the last period but it is only partially visible so check that the label will fit before displaying it ',WITHOUT_CLASSIFICATION
' TODO uncomment the following to get the failure assertLoadModel ISSUE BASE DIR zipped uml andromda profile datatype andromda profile datatype xml zip null testReadCompressedAndroMDAProfileFileIssue ',DEFECT
' Set root level',WITHOUT_CLASSIFICATION
' default branch always invokes no args super push this ',WITHOUT_CLASSIFICATION
' We still have to bind a value or else the PS will throw an exception ',WITHOUT_CLASSIFICATION
' The keyword fig does not exist yet Let is create one ',WITHOUT_CLASSIFICATION
' i n SchemaPropertiesPanel specifySchemas Specify Schema loading and caching ',WITHOUT_CLASSIFICATION
' Check the timestamp on the EJB implementation class Note that if ONLY the implementation class has changed it is not necessary to rebuild the EJB stubs and skeletons For this reason we ensure the file exists using lastModified above but we DON T compare it is timestamp with the timestamps of the home and remote interfaces because it is irrelevant in determining if ejbc must be run ',WITHOUT_CLASSIFICATION
' Generate an explicit join for the root dot node The implied joins will be collected and passed up to the root dot node ',WITHOUT_CLASSIFICATION
' TBLRC top right and center',WITHOUT_CLASSIFICATION
' IBID for current time and current date',WITHOUT_CLASSIFICATION
' append extra dimensions since they are not stored in Type object',WITHOUT_CLASSIFICATION
' Set toolbar color button',WITHOUT_CLASSIFICATION
' jScrollPane setCorner JScrollPane UPPER LEFT CORNER corner ',WITHOUT_CLASSIFICATION
' F FA F ',WITHOUT_CLASSIFICATION
' to mark a text in the JTextPane',WITHOUT_CLASSIFICATION
' tree must be editable otherwise you ca not collapse expand tree nodes',WITHOUT_CLASSIFICATION
' File operations ',WITHOUT_CLASSIFICATION
' i n mssql msdos MS DOS text OEM ',WITHOUT_CLASSIFICATION
' i n explainplanexecuter createPlanTableMsg The Oracle Plan Table doesnt exist in the current schema Do you want to create it ',WITHOUT_CLASSIFICATION
' if adding a module under a constant name set that module is basename to the constant name',WITHOUT_CLASSIFICATION
' database type mapping support ',WITHOUT_CLASSIFICATION
' show attachment panel if necessary',WITHOUT_CLASSIFICATION
' TODO Fix this so it will work for non POJO entity mode',DESIGN
' lineComment method',WITHOUT_CLASSIFICATION
' Check if the user wants to revert',WITHOUT_CLASSIFICATION
' caretLine would have been incremented since insertNewLineAt caretPos',WITHOUT_CLASSIFICATION
' TODO map UML names to UML x names NON NLS NON NLS ',DEFECT
' The following is data used while processing stdout of CVS command',WITHOUT_CLASSIFICATION
' TODO needs to be synch Probably not changed after threads have started JMeter Home directory excludes trailing separator JMeter bin directory excludes trailing separator ',DESIGN
' UseCaseInstance Gone in UML x unused by ArgoUML',WITHOUT_CLASSIFICATION
' If we can open an input stream then the plugin properties is in the folder and we have a good base URL ',WITHOUT_CLASSIFICATION
' the first axis in the list is used for data Java D',WITHOUT_CLASSIFICATION
' session getProperties forceTableContentsOutputClassNameChange ',WITHOUT_CLASSIFICATION
' F FFF ',WITHOUT_CLASSIFICATION
' Keyword class',WITHOUT_CLASSIFICATION
' try the current classloader',WITHOUT_CLASSIFICATION
' get log version of lower bound and round to integer ',WITHOUT_CLASSIFICATION
' button setOpaque false ',WITHOUT_CLASSIFICATION
' check for easy mistake',WITHOUT_CLASSIFICATION
' This only happens if model change events arrive before we are completely constructed ',WITHOUT_CLASSIFICATION
' There are no composite states so this will work ',WITHOUT_CLASSIFICATION
' init table model',WITHOUT_CLASSIFICATION
' You can only add type arguments if there are type parameters not yet used up ',WITHOUT_CLASSIFICATION
' If we are here then the style dir is here and we should read the stylesheet from the filesystem',WITHOUT_CLASSIFICATION
' mouse listener ',WITHOUT_CLASSIFICATION
' do not know the type should throw exception instead ',WITHOUT_CLASSIFICATION
' Done by finally block JavaClassSATD ',WITHOUT_CLASSIFICATION
' formatFileSize method',WITHOUT_CLASSIFICATION
' No text but using fragment mode',WITHOUT_CLASSIFICATION
' set source folder UID',WITHOUT_CLASSIFICATION
' script area',WITHOUT_CLASSIFICATION
' the tree accepts a jmx file ',WITHOUT_CLASSIFICATION
' We only check the length of the result Comparing the actual result out toByteArray original will usually fail because the order of the properties within each test element may change Comparing the lengths should be enough to detect most problem cases ',WITHOUT_CLASSIFICATION
' render series in forward order',WITHOUT_CLASSIFICATION
' We no longer send individual events so next code is obsolete ',WITHOUT_CLASSIFICATION
' put has nowait semantics is this really appropriate note that it needs to be async replication never local or sync',DESIGN
' Internal class for handling key events during editing of both JTextField and JTextArea Since neither cell nor popup are allowed to edit just ignore anything seen here ',WITHOUT_CLASSIFICATION
' Create a key set that supports add ',WITHOUT_CLASSIFICATION
' We have to do this to set the LAF for the splash screen',WITHOUT_CLASSIFICATION
' original object',WITHOUT_CLASSIFICATION
' see javax swing tree TreeModel removeTreeModelListener javax swing event TreeModelListener ',WITHOUT_CLASSIFICATION
' for expected parameter type injection we expect that the lhs represents some form of property ref and that the children of the in list represent one or more params ',WITHOUT_CLASSIFICATION
' begin user doc The b Adapter Factory b for the model It provides an adapter code createXXX code method for each class of the model end user doc see org eclipse emf mapping ecore ecore Ecore EcorePackage generated ',WITHOUT_CLASSIFICATION
' pull off the last ',WITHOUT_CLASSIFICATION
' apply filter on message',WITHOUT_CLASSIFICATION
' if the given object is a KeyStroke instance then we ca',WITHOUT_CLASSIFICATION
' Returns whether this class implements any of the given features ',WITHOUT_CLASSIFICATION
' remove leading or trailing whitespaces',WITHOUT_CLASSIFICATION
' private List workerslist ',WITHOUT_CLASSIFICATION
' check that the model correctly updates a goal is priority',WITHOUT_CLASSIFICATION
' parseBufferLocalProperties method',WITHOUT_CLASSIFICATION
' Save raw message',WITHOUT_CLASSIFICATION
' TODO Why do we clone the return value This is the only reference to it right so we should not need a separate copy ',DEFECT
' TODO get SQL rendering out of here create an AST for the join expressions Use the SQL generator grammar to generate the SQL text for the index expression ',DESIGN
' nothing is drawn for null ',WITHOUT_CLASSIFICATION
' source is directory or filter field',WITHOUT_CLASSIFICATION
' i n dataTypeTime typeTime Time SQL type ',WITHOUT_CLASSIFICATION
' Build the sql statement s to create the table ',WITHOUT_CLASSIFICATION
' Process the events',WITHOUT_CLASSIFICATION
' TODO review the tool tips stringField setToolTipText Translator localize label body tooltip ',IMPLEMENTATION
' re use node association logic',WITHOUT_CLASSIFICATION
' match data ',WITHOUT_CLASSIFICATION
' Three arguments are expected the xml jControlModel URI the source java URI and the target java URI ',WITHOUT_CLASSIFICATION
' check arity checkArity mv scope ',WITHOUT_CLASSIFICATION
' TODO Fully implement this ',IMPLEMENTATION
' and remember that we did',WITHOUT_CLASSIFICATION
' cleanAllExtentsBut model TODO why is this causing a crash ',TEST
' create default root nodes Local and Web ',WITHOUT_CLASSIFICATION
' bsh help',WITHOUT_CLASSIFICATION
' i n rowInputDataFrame conversionToInternErr The given text cannot be converted into the internal object nThe database has not been changed nThe conversion error was n ',WITHOUT_CLASSIFICATION
' Note SessionInternalFrame and SQLinternalFrame should never provide a ToolsPopupAccessor Their Tools Popup ist configured in the SyntaxPlugin class with standard Actions from ActionCollection ',WITHOUT_CLASSIFICATION
' in one case not a single AWT class will have been touched splash screen off nogui nobackground switches on command line ',WITHOUT_CLASSIFICATION
' TODO for UML x this is isStatic',IMPLEMENTATION
' FigNodeModelElements should match here',WITHOUT_CLASSIFICATION
' non Javadoc see net sourceforge squirrel sql client session mainpanel IMainPanelTab getHint ',WITHOUT_CLASSIFICATION
' FIXME I do not like the null checks here',DESIGN
' NOP',WITHOUT_CLASSIFICATION
' Listen to selection so that we can handle it is a special way ',WITHOUT_CLASSIFICATION
' RENAME TABLE tablename TO newtablename ',WITHOUT_CLASSIFICATION
' This function will by design contain long lists of i n keys It might be tempting to shorten these by constructing them from the parts but please then consider that we might loose the possibility to build tools to statically check the property files against this file ',WITHOUT_CLASSIFICATION
' if subject does not start already with Fwd prepend it',WITHOUT_CLASSIFICATION
' Apparently it had a setItemUID but we are not allowed to call it',WITHOUT_CLASSIFICATION
' helper methods ',WITHOUT_CLASSIFICATION
' An additional note on using HashSets to store URLs I just discovered that obtaining the hashCode of a java net URL implies a domain name resolution process This means significant delays can occur even more so if the domain name is not resolvable Whether this can be a problem in practical situations I ca not tell but thought I d keep a note just in case BTW note that using a List and removing duplicates via scan would not help since URL equals requires name resolution too The above problem has now been addressed with the URLString and URLCollection classes ',WITHOUT_CLASSIFICATION
' Initialization is deferred until adapters are attached to all the objects of interest and we are about to ask them to generate ',WITHOUT_CLASSIFICATION
' skip all lines that replace edit covers',WITHOUT_CLASSIFICATION
' if none of the possibilities worked out break out of do while',WITHOUT_CLASSIFICATION
' We do not support so but some stdlib require so directly replace it with jar to look for an extension type we do support',WITHOUT_CLASSIFICATION
' Add together the standard expanders for this node type and any individual expanders that there are for the node and process them ',WITHOUT_CLASSIFICATION
' tests with values',WITHOUT_CLASSIFICATION
' Define whether or not to use Timestamp in internally generated WHERE clauses and if so what format to use ',WITHOUT_CLASSIFICATION
' tell the build it is finished',WITHOUT_CLASSIFICATION
' description',WITHOUT_CLASSIFICATION
' byte byte byte byte byte',WITHOUT_CLASSIFICATION
' non Javadoc see net sourceforge squirrel sql fw sql ISQLDriver getWebSiteUrl ',WITHOUT_CLASSIFICATION
' switch',WITHOUT_CLASSIFICATION
' GenModelPackage',WITHOUT_CLASSIFICATION
' insert update delete SQL',WITHOUT_CLASSIFICATION
' the default ',WITHOUT_CLASSIFICATION
' count limit time limit attributes null all return object dereference links ',WITHOUT_CLASSIFICATION
' Management monitoring',WITHOUT_CLASSIFICATION
' Add the type to the list of returned sqlResultTypes ',WITHOUT_CLASSIFICATION
' Activate plugins that must be activated at startup',WITHOUT_CLASSIFICATION
' remove the bsh get the index of the between the host and the port is located',WITHOUT_CLASSIFICATION
' conforming to NodeList interface',WITHOUT_CLASSIFICATION
' draw mean SPECIAL AIMS REQUIREMENT ',WITHOUT_CLASSIFICATION
' listeners JavaClassSATD ',WITHOUT_CLASSIFICATION
' catalog catalog catalog',WITHOUT_CLASSIFICATION
' Note if Encoded is not selected arg getEncodedValue is equivalent to arg getValue',WITHOUT_CLASSIFICATION
' Override the logging of output in order to filter out Generating messages Generating messages are set to a priority of VERBOSE unless they appear after what could be an informational message ',WITHOUT_CLASSIFICATION
' i n ColumnListDialog dropErrorTitle Too Many Columns Selected ',WITHOUT_CLASSIFICATION
' fields should really be an immutable map as it is never modified after construction ',WITHOUT_CLASSIFICATION
' a not directory file resource needs special treatment',WITHOUT_CLASSIFICATION
' COLUMN S ',WITHOUT_CLASSIFICATION
' Number of refName n variable sets to keep',WITHOUT_CLASSIFICATION
' We use FILE versus IO to match T FILE in MRI ',WITHOUT_CLASSIFICATION
' Internal information only read from saveservice properties file NON NLS Must match Revision id value in saveservice properties used to ensure saveservice properties and SaveService are updated simultaneously Expected value NON NLS read from properties file NON NLS ',WITHOUT_CLASSIFICATION
' remaining fields contain values',WITHOUT_CLASSIFICATION
' are all threads finished',WITHOUT_CLASSIFICATION
' re select folder',WITHOUT_CLASSIFICATION
' ResultCellRenderer constructor',WITHOUT_CLASSIFICATION
' TODO MVW I am not completely sure of the following p The namespace of the diagram is e g used when creating new elements that are shown on the diagram they will have their namespace set according this It is NOT necessarily equal to the owner return the namespace for the diagram ',DESIGN
' define criteria',WITHOUT_CLASSIFICATION
' Sets the language of an expression TODO This operation is fooling the user in thinking that the body of the object is changed Instead a new object is created There is no other way a MExpression can not be altered once created So this operation returns a newly created object instead param handle The expression param language The new language return The newly created Object ',DESIGN
' defensive check',WITHOUT_CLASSIFICATION
' SubjectDialog dialog new SubjectDialog composerInterface composerFrame ',WITHOUT_CLASSIFICATION
' Most browsers use ISO as default encoding even if spec says UTF TODO charset ',WITHOUT_CLASSIFICATION
' VFSBrowser constructor',WITHOUT_CLASSIFICATION
' optional String based attribute',WITHOUT_CLASSIFICATION
' a many to many decrement currentDepth here to allow join across the association table without exceeding MAX FETCH DEPTH i e the currentDepth bit ',WITHOUT_CLASSIFICATION
' project events',WITHOUT_CLASSIFICATION
' redo the test but the include patterns are inverted',WITHOUT_CLASSIFICATION
' we need to work out if the previous year has or weeks ',WITHOUT_CLASSIFICATION
' TODO This code manually processes the ElementImports of a Package but we need to check whether MDR already does something similar automatically as part of its namespace processing tfm ',DESIGN
' accessors',WITHOUT_CLASSIFICATION
' load null block',WITHOUT_CLASSIFICATION
' DataBase related functions ',WITHOUT_CLASSIFICATION
' if there is an existing dataset remove the plot from the list of change listeners ',WITHOUT_CLASSIFICATION
' No problems so indicate a successful update of the underlying data In case we are editing an SQL result that contains the edited colum more than once we need to tell the caller to update all columns Otherwise generation of where clauses for further editing will fail ',WITHOUT_CLASSIFICATION
' presence of the host whether valid or empty means double slashes which means generic uri',WITHOUT_CLASSIFICATION
' get parameters previously set by user or set default values set to use the Java default',WITHOUT_CLASSIFICATION
' need to deep clone ',WITHOUT_CLASSIFICATION
' i n FactoryProviderController fileCreated File has been successfully created ',WITHOUT_CLASSIFICATION
' saving last selected Message to the folder',WITHOUT_CLASSIFICATION
' prefer re generation of identity ',WITHOUT_CLASSIFICATION
' i n UpdateManagerDialog pathLabel Path ',WITHOUT_CLASSIFICATION
' Mono is wsdl does not deal with absolute paths',WITHOUT_CLASSIFICATION
' non Javadoc see org columba core config IConfig getConfigDirectory ',WITHOUT_CLASSIFICATION
' Check illegal array lengths',WITHOUT_CLASSIFICATION
' And even if it is contained it must not be a forward reference eTypeParameterIndex index is allowed when the type parameter is the type argument of the bound though ',WITHOUT_CLASSIFICATION
' Fix up the resident flag',WITHOUT_CLASSIFICATION
' write does not',WITHOUT_CLASSIFICATION
' HSQL has no Blob Clob support but just put these here for now ',DESIGN
' Returns list of EJBs for processing',WITHOUT_CLASSIFICATION
' JMSMessageID cannot be null',WITHOUT_CLASSIFICATION
' MClassifier',WITHOUT_CLASSIFICATION
' Returns whether the given character is in the set specified by the given bitmask ',WITHOUT_CLASSIFICATION
' This is used to keep track of local non remote tests The name is chosen to be an unlikely host name NON NLS ',WITHOUT_CLASSIFICATION
' Default is to do nothing',WITHOUT_CLASSIFICATION
' Class isSetGenFeature javadoc override javajetinc',WITHOUT_CLASSIFICATION
' frame setDisplayToolTips false ',WITHOUT_CLASSIFICATION
' Loop through source records ',WITHOUT_CLASSIFICATION
' if it is an inner class and it is not public we ca not access it skip population of declared elements',WITHOUT_CLASSIFICATION
' Register custom DataTypeComponent factory for Derby CLOB type ',WITHOUT_CLASSIFICATION
' begin user doc The b Adapter Factory b for the model It provides an adapter code createXXX code method for each class of the model end user doc see org eclipse emf ecore change ChangePackage generated ',WITHOUT_CLASSIFICATION
' Draw the new zoom rectangle ',WITHOUT_CLASSIFICATION
' for each element in the use set if selected then add to not use otherwise add to new use set',WITHOUT_CLASSIFICATION
' Get the query string encoded in specified encoding If no encoding is specified by user we will get it encoded in UTF which is what the HTTP spec says',WITHOUT_CLASSIFICATION
' distribute submenu',WITHOUT_CLASSIFICATION
' karlpeder Added handling of html messages',WITHOUT_CLASSIFICATION
' windowOpened method',WITHOUT_CLASSIFICATION
' defines the size of the arrow',WITHOUT_CLASSIFICATION
' printPage method',WITHOUT_CLASSIFICATION
' No matter what happends stops us from leaving buffer in a bad state',WITHOUT_CLASSIFICATION
' The date format is using a format since so we have date YYYY mm dd HH mm ss author name date YYYY mm dd HH mm ss Z author name ',WITHOUT_CLASSIFICATION
' extend range forward',WITHOUT_CLASSIFICATION
' property values are strings',WITHOUT_CLASSIFICATION
' really delete file ',WITHOUT_CLASSIFICATION
' ChunkCache constructor',WITHOUT_CLASSIFICATION
' try to read grent to fail fast',WITHOUT_CLASSIFICATION
' local cache so we use synchronization',WITHOUT_CLASSIFICATION
' set to start of string',WITHOUT_CLASSIFICATION
' Add the class in dotted notation com company Class ',WITHOUT_CLASSIFICATION
' by requiring we rely on lock timeout in the case of an unsuccessful update ',WITHOUT_CLASSIFICATION
' add an extra slash for filesystems with drive specifiers',WITHOUT_CLASSIFICATION
' Checks whether the string contains any more segments after the one that starts at position i ',WITHOUT_CLASSIFICATION
' closeOrKeepDialog method',WITHOUT_CLASSIFICATION
' setWrapGuideColor method',WITHOUT_CLASSIFICATION
' see if this works it did not let us try some other formats',WITHOUT_CLASSIFICATION
' umlReserved add initial umlReserved add final umlReserved add fork umlReserved add join umlReserved add history ',WITHOUT_CLASSIFICATION
' Add standard jar locations to initial classpath',WITHOUT_CLASSIFICATION
' utf lead byte ',WITHOUT_CLASSIFICATION
' We get many many events why so let us filter ',WITHOUT_CLASSIFICATION
